age,policy_number,insured_sex,insured_education_level,incident_date,incident_type,collision_type,incident_severity,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year
37,376879,MALE,MD,2015-01-28,Single Vehicle Collision,Side Collision,Major Damage,SC,Arlington,2849 Pine Drive,12,1,NO,0,44200,4420,4420,35360,Jeep,Wrangler,2002
39,599031,FEMALE,Masters,2015-02-16,Vehicle Theft,?,Trivial Damage,WV,Springfield,2577 Texas Ridge,5,1,YES,1,7700,770,1540,5390,Saab,93,2000
57,676255,MALE,MD,2015-01-08,Multi-vehicle Collision,Front Collision,Total Loss,NY,Northbend,3841 Washington Lane,21,3,?,2,61440,10240,10240,40960,Saab,93,2008
37,985446,FEMALE,PhD,2015-01-24,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Columbus,8125 Texas Ridge,17,3,YES,1,54400,5440,10880,38080,Chevrolet,Silverado,2015
47,884180,MALE,MD,2015-02-18,Single Vehicle Collision,Front Collision,Total Loss,NC,Arlington,4826 5th St,4,1,YES,2,58560,9760,9760,39040,Mercedes,E400,2002
34,571462,MALE,MD,2015-01-21,Single Vehicle Collision,Front Collision,Major Damage,VA,Northbrook,1578 5th Lane,11,1,NO,1,67300,6730,6730,53840,Dodge,RAM,2000
55,815883,MALE,MD,2015-01-08,Single Vehicle Collision,Rear Collision,Major Damage,VA,Hillsdale,6440 Rock Lane,18,1,?,1,36740,3340,6680,26720,BMW,X5,1998
30,258265,FEMALE,High School,2015-02-02,Single Vehicle Collision,Rear Collision,Total Loss,NY,Northbrook,5806 Embaracadero St,12,1,?,0,85690,15580,15580,54530,BMW,3 Series,2011
31,569714,FEMALE,Associate,2015-03-01,Multi-vehicle Collision,Side Collision,Major Damage,WV,Riverwood,1472 4th Drive,18,3,YES,0,34160,0,4270,29890,Audi,A5,2005
48,180008,MALE,JD,2015-02-04,Single Vehicle Collision,Front Collision,Minor Damage,WV,Hillsdale,5839 Weaver Lane,16,1,NO,2,61320,10220,10220,40880,BMW,M5,1998
45,633375,MALE,JD,2015-02-27,Multi-vehicle Collision,Rear Collision,Total Loss,NC,Columbus,7630 Rock Drive,19,3,YES,0,79680,13280,13280,53120,BMW,3 Series,2004
30,556538,FEMALE,High School,2015-02-09,Single Vehicle Collision,Front Collision,Total Loss,SC,Riverwood,7144 Andromedia St,13,1,NO,1,61740,6860,6860,48020,Audi,A3,2002
55,669501,MALE,College,2015-02-19,Parked Car,?,Minor Damage,VA,Arlington,9988 Rock Ridge,4,1,NO,0,6400,640,640,5120,Honda,Civic,2002
55,963761,FEMALE,MD,2015-01-12,Single Vehicle Collision,Rear Collision,Major Damage,SC,Northbrook,7544 Washington Ave,8,1,YES,1,60600,12120,6060,42420,Accura,TL,2011
38,753005,FEMALE,Masters,2015-02-07,Multi-vehicle Collision,Side Collision,Major Damage,VA,Hillsdale,7201 Washington Ave,19,3,NO,2,56320,10240,5120,40960,Volkswagen,Jetta,2007
34,454758,FEMALE,JD,2015-01-13,Single Vehicle Collision,Side Collision,Total Loss,NC,Northbend,8805 Cherokee Drive,18,1,YES,2,52250,9500,4750,38000,Suburu,Legacy,2012
60,698589,FEMALE,MD,2015-01-18,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Arlington,3275 Pine St,9,2,?,0,53900,5390,10780,37730,Saab,95,2006
35,330119,MALE,Masters,2015-01-15,Vehicle Theft,?,Trivial Damage,WV,Columbus,7785 Lincoln Lane,6,1,?,2,2640,220,440,1980,Jeep,Wrangler,2001
33,164464,MALE,High School,2015-02-23,Vehicle Theft,?,Minor Damage,NC,Arlington,4994 Lincoln Drive,8,1,YES,0,8970,1380,1380,6210,Dodge,Neon,2011
31,927354,MALE,MD,2015-02-17,Parked Car,?,Minor Damage,NY,Springfield,1298 Maple Hwy,6,1,?,1,6000,1000,1000,4000,Suburu,Impreza,2000
38,231508,MALE,High School,2015-02-17,Multi-vehicle Collision,Front Collision,Major Damage,WV,Northbend,2644 MLK Drive,23,3,?,0,55200,11040,5520,38640,Saab,92x,1998
45,272910,MALE,Associate,2015-01-18,Parked Car,?,Trivial Damage,SC,Riverwood,5630 1st Drive,13,1,NO,0,7260,660,1320,5280,Saab,92x,2008
39,305758,FEMALE,JD,2015-01-17,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Springfield,6137 MLK St,3,3,NO,2,64680,11760,11760,41160,Jeep,Wrangler,2010
43,950542,FEMALE,PhD,2015-02-25,Single Vehicle Collision,Rear Collision,Major Damage,WV,Northbrook,5383 Maple Drive,23,1,NO,0,59200,0,11840,47360,Chevrolet,Malibu,1998
34,291544,FEMALE,Associate,2015-01-06,Vehicle Theft,?,Minor Damage,NC,Arlington,4460 4th Lane,8,1,YES,1,4700,470,940,3290,Saab,92x,1998
33,388616,MALE,Associate,2015-02-26,Single Vehicle Collision,Side Collision,Total Loss,NY,Columbus,8524 Pine Lane,23,1,YES,0,69400,6940,6940,55520,Mercedes,C300,2000
21,577992,FEMALE,High School,2015-02-11,Single Vehicle Collision,Side Collision,Total Loss,NY,Northbrook,8456 1st Ave,23,1,YES,0,40500,4050,4050,32400,Nissan,Pathfinder,1998
28,342830,MALE,JD,2015-02-13,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Riverwood,3639 Flute Hwy,9,3,NO,2,60000,5000,10000,45000,Honda,Accord,1997
30,491170,MALE,PhD,2015-01-10,Single Vehicle Collision,Side Collision,Minor Damage,WV,Riverwood,7900 Sky Hwy,22,1,YES,2,67320,11220,11220,44880,Volkswagen,Jetta,1996
27,175553,FEMALE,High School,2015-01-24,Multi-vehicle Collision,Side Collision,Total Loss,VA,Riverwood,7835 Cherokee Hwy,22,3,YES,2,75690,8410,8410,58870,Saab,95,2014
31,439341,MALE,Associate,2015-02-15,Multi-vehicle Collision,Side Collision,Major Damage,VA,Northbend,1030 Pine Lane,15,3,NO,1,64300,6430,6430,51440,Chevrolet,Silverado,2002
43,221186,MALE,JD,2015-01-09,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Columbus,9278 Francis Ridge,16,3,NO,2,64400,6440,6440,51520,BMW,X5,2011
53,868031,FEMALE,High School,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,WV,Northbend,6604 Apache Drive,17,3,?,1,97080,16180,16180,64720,Saab,92x,2005
44,844117,MALE,MD,2015-02-04,Vehicle Theft,?,Minor Damage,WV,Northbrook,2311 4th St,3,1,YES,1,5500,500,500,4500,Honda,Civic,2010
38,744557,FEMALE,Masters,2015-01-30,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Northbend,9523 Solo Hwy,10,3,?,0,30700,3070,6140,21490,Jeep,Wrangler,2010
48,159536,FEMALE,College,2015-02-27,Single Vehicle Collision,Side Collision,Minor Damage,PA,Springfield,3171 Andromedia Lane,9,1,NO,1,33480,3720,3720,26040,Nissan,Pathfinder,2012
26,727109,MALE,JD,2015-02-05,Multi-vehicle Collision,Front Collision,Total Loss,WV,Northbend,2492 Lincoln Lane,13,2,?,0,65430,14540,7270,43620,Jeep,Wrangler,2001
36,155604,MALE,Masters,2015-01-30,Multi-vehicle Collision,Rear Collision,Major Damage,NC,Northbend,4477 5th Ave,15,3,YES,2,42680,3880,7760,31040,Accura,RSX,2006
45,608443,MALE,MD,2015-01-03,Single Vehicle Collision,Side Collision,Minor Damage,WV,Springfield,6724 Andromedia St,23,1,?,1,87780,7980,7980,71820,Honda,CRV,2011
36,117862,FEMALE,JD,2015-03-01,Multi-vehicle Collision,Front Collision,Major Damage,NY,Riverwood,7495 Washington Ave,2,4,YES,0,72800,14560,14560,43680,Honda,Accord,1998
37,991553,FEMALE,High School,2015-02-13,Single Vehicle Collision,Rear Collision,Major Damage,SC,Hillsdale,4291 Sky Hwy,14,1,YES,2,71190,0,7910,63280,Mercedes,C300,1997
38,727443,MALE,High School,2015-02-25,Vehicle Theft,?,Trivial Damage,NY,Hillsdale,5650 Rock Ave,7,1,?,1,3600,400,400,2800,Honda,Civic,1999
41,378587,MALE,PhD,2015-01-23,Single Vehicle Collision,Side Collision,Major Damage,NY,Columbus,6888 Elm Ridge,23,1,NO,1,62640,10440,10440,41760,Mercedes,C300,2009
36,420948,MALE,College,2015-02-19,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Northbrook,2352 Sky Drive,7,3,YES,2,69630,12660,6330,50640,Toyota,Corolla,1998
33,457188,MALE,High School,2015-02-08,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Hillsdale,5280 Pine Ave,8,3,YES,1,76010,13820,6910,55280,Dodge,RAM,1995
40,118236,MALE,JD,2015-02-04,Single Vehicle Collision,Rear Collision,Total Loss,WV,Northbrook,6638 Tree Drive,17,1,NO,1,44220,8040,4020,32160,Accura,MDX,2000
38,987524,FEMALE,College,2015-02-22,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Northbrook,5678 Lincoln Drive,10,3,NO,0,57200,5200,10400,41600,BMW,M5,2011
35,490596,MALE,MD,2015-01-14,Vehicle Theft,?,Minor Damage,WV,Columbus,4496 Pine Lane,9,1,NO,0,3080,560,560,1960,Nissan,Ultima,1998
31,524215,FEMALE,PhD,2015-01-06,Single Vehicle Collision,Rear Collision,Total Loss,SC,Hillsdale,8845 5th Ave,2,1,YES,1,75790,13780,6890,55120,Accura,RSX,2007
30,913464,FEMALE,MD,2015-01-19,Multi-vehicle Collision,Rear Collision,Minor Damage,WV,Riverwood,9317 Apache Ave,18,3,NO,0,32670,5940,2970,23760,Honda,Accord,2003
46,398484,FEMALE,Associate,2015-01-24,Vehicle Theft,?,Minor Damage,VA,Arlington,8638 3rd Ave,4,1,?,2,3870,430,860,2580,Jeep,Wrangler,2010
38,752504,FEMALE,Masters,2015-01-27,Single Vehicle Collision,Front Collision,Total Loss,NY,Columbus,3061 Francis Hwy,12,1,?,0,91520,8320,16640,66560,BMW,X6,2005
32,449263,MALE,Masters,2015-01-13,Single Vehicle Collision,Front Collision,Major Damage,NY,Northbrook,1173 Andromedia Ave,15,1,YES,1,74690,6790,13580,54320,Dodge,RAM,2008
30,844007,MALE,Associate,2015-01-15,Vehicle Theft,?,Trivial Damage,VA,Springfield,6068 2nd St,9,1,YES,1,4620,420,840,3360,Audi,A5,1998
32,686522,FEMALE,JD,2015-02-04,Single Vehicle Collision,Side Collision,Major Damage,SC,Arlington,7937 Weaver Ridge,6,1,YES,0,55000,10000,10000,35000,Toyota,Camry,2008
48,670142,FEMALE,JD,2015-01-04,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Springfield,2823 Weaver Lane,11,4,YES,0,59400,13200,6600,39600,Saab,93,1996
34,607687,FEMALE,College,2015-01-14,Multi-vehicle Collision,Side Collision,Total Loss,PA,Columbus,1809 Sky St,13,3,NO,1,55260,6140,0,49120,Nissan,Ultima,2000
44,967713,MALE,JD,2015-01-27,Multi-vehicle Collision,Side Collision,Minor Damage,NC,Springfield,9352 Washington Ave,4,3,?,2,51400,5140,10280,35980,Honda,Civic,1996
37,291902,FEMALE,Masters,2015-02-12,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Columbus,2697 Oak Drive,20,3,YES,1,48780,5420,10840,32520,Dodge,Neon,2008
31,149839,FEMALE,College,2015-02-03,Multi-vehicle Collision,Rear Collision,Major Damage,VA,Riverwood,1110 4th Drive,0,3,NO,1,52380,5820,5820,40740,Toyota,Highlander,2010
34,840225,FEMALE,JD,2015-01-26,Multi-vehicle Collision,Side Collision,Total Loss,WV,Hillsdale,7535 5th Lane,18,4,?,2,74360,13520,13520,47320,Toyota,Highlander,2005
40,643226,MALE,High School,2015-01-09,Single Vehicle Collision,Front Collision,Minor Damage,NY,Northbrook,9043 Maple Hwy,6,1,?,1,53400,5340,5340,42720,Honda,CRV,2003
59,535879,FEMALE,High School,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,VA,Hillsdale,3777 Maple Ave,23,1,?,2,71800,14360,14360,43080,Jeep,Grand Cherokee,1995
31,746630,FEMALE,PhD,2015-01-16,Single Vehicle Collision,Front Collision,Major Damage,NY,Northbrook,5608 Solo St,4,1,?,0,68240,8530,0,59710,Toyota,Corolla,2013
45,598308,FEMALE,MD,2015-01-12,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Arlington,6981 Weaver St,21,3,?,1,61050,11100,11100,38850,Dodge,RAM,2011
47,720356,FEMALE,Associate,2015-01-03,Parked Car,?,Minor Damage,NY,Springfield,4369 Maple Lane,7,1,?,1,5590,860,860,3870,Suburu,Impreza,2002
48,724752,FEMALE,PhD,2015-01-22,Multi-vehicle Collision,Side Collision,Major Damage,NY,Columbus,6931 Elm St,19,3,?,0,46860,8520,8520,29820,Volkswagen,Passat,1998
31,148498,FEMALE,PhD,2015-01-13,Parked Car,?,Minor Damage,SC,Arlington,7583 Washington Ave,5,1,NO,1,4290,780,780,2730,Volkswagen,Passat,1998
57,110122,FEMALE,Associate,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,NC,Arlington,7552 3rd St,22,3,YES,0,78500,15700,7850,54950,Audi,A3,2015
42,281388,MALE,Associate,2015-02-04,Single Vehicle Collision,Side Collision,Total Loss,SC,Northbrook,1654 Pine St,12,1,YES,1,70830,7870,7870,55090,Jeep,Grand Cherokee,2005
56,728600,MALE,High School,2015-01-20,Multi-vehicle Collision,Front Collision,Total Loss,SC,Springfield,6058 Andromedia Hwy,19,3,NO,0,68040,15120,7560,45360,Suburu,Forrestor,1997
32,231548,FEMALE,JD,2015-02-07,Single Vehicle Collision,Side Collision,Major Damage,WV,Hillsdale,6536 MLK Hwy,10,1,?,2,63600,5300,10600,47700,Audi,A5,1997
63,531160,FEMALE,Masters,2015-02-05,Single Vehicle Collision,Side Collision,Minor Damage,WV,Columbus,8198 Embaracadero Lane,7,1,NO,0,43560,4840,4840,33880,Suburu,Legacy,2015
31,889003,MALE,Masters,2015-01-02,Single Vehicle Collision,Front Collision,Total Loss,WV,Hillsdale,3447 Solo Ave,17,1,NO,1,60840,13520,6760,40560,Suburu,Forrestor,2011
55,193213,FEMALE,PhD,2015-02-08,Multi-vehicle Collision,Side Collision,Total Loss,WV,Arlington,1806 Weaver Ridge,0,3,?,2,68160,11360,11360,45440,Ford,Escape,2010
27,557218,FEMALE,College,2015-01-13,Parked Car,?,Minor Damage,SC,Arlington,7930 Texas Ave,9,1,NO,1,5170,940,470,3760,Toyota,Camry,2001
37,125591,FEMALE,Masters,2015-01-16,Single Vehicle Collision,Side Collision,Total Loss,NC,Riverwood,7082 Oak Ridge,21,1,?,0,57700,5770,5770,46160,Nissan,Maxima,2000
46,227244,FEMALE,JD,2015-01-30,Multi-vehicle Collision,Front Collision,Total Loss,VA,Northbend,6357 Texas Lane,22,3,NO,0,89520,14920,14920,59680,Audi,A3,2014
43,791425,MALE,High School,2015-02-26,Vehicle Theft,?,Minor Damage,WV,Hillsdale,9322 Rock Hwy,3,1,NO,1,4620,420,840,3360,Volkswagen,Jetta,2012
39,354455,FEMALE,JD,2015-01-27,Single Vehicle Collision,Rear Collision,Minor Damage,WV,Northbrook,6684 Solo Lane,16,1,YES,0,45180,5020,5020,35140,Honda,CRV,2004
38,601042,MALE,JD,2015-01-28,Single Vehicle Collision,Side Collision,Total Loss,NY,Riverwood,4885 Oak Lane,14,1,YES,0,45100,9020,4510,31570,Nissan,Maxima,2013
32,433663,MALE,Masters,2015-02-23,Multi-vehicle Collision,Side Collision,Total Loss,SC,Springfield,7846 Andromedia Drive,21,3,YES,0,83160,15120,15120,52920,Toyota,Camry,2003
42,471938,FEMALE,High School,2015-01-18,Single Vehicle Collision,Rear Collision,Minor Damage,WV,Columbus,3915 Embaracadero St,19,1,NO,2,86130,15660,15660,54810,Chevrolet,Silverado,1995
25,564654,MALE,Masters,2015-02-15,Multi-vehicle Collision,Front Collision,Major Damage,NC,Hillsdale,4242 Rock Lane,13,3,NO,1,48000,9600,4800,33600,Dodge,RAM,1995
35,645723,FEMALE,High School,2015-02-04,Vehicle Theft,?,Minor Damage,VA,Hillsdale,7405 Oak St,21,1,NO,0,3300,600,600,2100,Saab,92x,2008
34,573572,FEMALE,JD,2015-01-12,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Northbend,9633 4th St,11,3,NO,1,57200,11440,5720,40040,Toyota,Camry,2005
35,437960,FEMALE,Associate,2015-01-02,Vehicle Theft,?,Trivial Damage,VA,Columbus,3492 Britain St,16,1,?,2,7590,1380,690,5520,Accura,MDX,2012
37,649800,FEMALE,PhD,2015-01-27,Single Vehicle Collision,Rear Collision,Total Loss,VA,Arlington,7973 4th St,9,1,NO,0,80080,12320,12320,55440,Chevrolet,Silverado,2013
30,544225,FEMALE,MD,2015-02-09,Vehicle Theft,?,Minor Damage,WV,Riverwood,3952 Andromedia Lane,8,1,NO,0,4800,960,480,3360,BMW,3 Series,2006
37,390256,FEMALE,High School,2015-02-06,Vehicle Theft,?,Minor Damage,WV,Springfield,6702 Andromedia St,7,1,?,2,3900,390,780,2730,Volkswagen,Jetta,2008
26,488597,MALE,Masters,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,SC,Arlington,5455 Oak Hwy,12,1,?,0,90400,9040,9040,72320,BMW,3 Series,1995
29,133889,FEMALE,MD,2015-01-12,Multi-vehicle Collision,Rear Collision,Minor Damage,NC,Columbus,2253 Maple Ave,21,3,YES,0,62900,6290,12580,44030,Jeep,Grand Cherokee,1998
32,931901,FEMALE,Associate,2015-01-22,Single Vehicle Collision,Rear Collision,Major Damage,NC,Arlington,7897 Lincoln St,4,1,YES,1,54200,5420,10840,37940,Nissan,Ultima,2014
50,769475,FEMALE,MD,2015-01-03,Multi-vehicle Collision,Side Collision,Major Damage,NY,Northbend,8811 Maple Hwy,18,3,NO,2,51800,5180,10360,36260,Accura,MDX,2003
55,844062,MALE,High School,2015-02-23,Vehicle Theft,?,Trivial Damage,SC,Northbend,8167 Apache Ave,7,1,?,2,6600,600,1200,4800,Accura,MDX,2012
35,844129,MALE,MD,2015-01-22,Single Vehicle Collision,Side Collision,Total Loss,SC,Northbrook,5475 Rock Lane,13,1,YES,2,74140,13480,6740,53920,Ford,Escape,2007
25,732169,FEMALE,Associate,2015-02-13,Single Vehicle Collision,Front Collision,Total Loss,VA,Northbend,8215 Flute Drive,0,1,NO,2,67800,13560,6780,47460,Mercedes,C300,1995
44,221854,MALE,College,2015-02-08,Single Vehicle Collision,Rear Collision,Major Damage,NY,Northbend,1320 Flute Lane,22,1,?,1,55400,5540,11080,38780,Jeep,Grand Cherokee,2002
37,776950,MALE,PhD,2015-01-09,Single Vehicle Collision,Rear Collision,Major Damage,SC,Columbus,1229 5th Ave,15,1,YES,2,49100,9820,4910,34370,Suburu,Impreza,1996
41,291006,FEMALE,JD,2015-02-08,Multi-vehicle Collision,Side Collision,Major Damage,SC,Riverwood,3884 Pine Lane,3,3,NO,2,98280,15120,7560,75600,Chevrolet,Tahoe,2007
40,845751,FEMALE,JD,2015-01-10,Multi-vehicle Collision,Rear Collision,Total Loss,VA,Northbend,7108 Tree St,18,2,YES,0,66550,6050,12100,48400,Ford,Escape,2008
33,889764,FEMALE,Associate,2015-01-26,Multi-vehicle Collision,Side Collision,Major Damage,WV,Arlington,8014 Embaracadero Drive,17,3,?,2,70400,14080,7040,49280,Accura,RSX,2002
42,929306,MALE,Associate,2015-02-21,Multi-vehicle Collision,Side Collision,Major Damage,WV,Springfield,4937 Flute Drive,18,3,?,1,53280,4440,8880,39960,Suburu,Impreza,2015
32,515457,FEMALE,High School,2015-01-23,Single Vehicle Collision,Front Collision,Total Loss,NY,Columbus,2889 Francis St,11,1,?,2,84590,15380,15380,53830,Dodge,Neon,1999
37,556270,FEMALE,Masters,2015-02-05,Single Vehicle Collision,Rear Collision,Total Loss,NY,Columbus,7504 Flute Drive,17,1,NO,0,54560,9920,9920,34720,Saab,95,2004
40,908935,MALE,PhD,2015-02-15,Single Vehicle Collision,Rear Collision,Minor Damage,OH,Northbend,7570 Cherokee Drive,12,1,YES,0,82170,7470,7470,67230,Suburu,Forrestor,1999
44,525862,MALE,College,2015-01-08,Multi-vehicle Collision,Front Collision,Total Loss,NY,Northbend,4710 Lincoln Hwy,15,3,?,1,61100,6110,12220,42770,Dodge,Neon,2008
43,490514,MALE,High School,2015-01-01,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Arlington,7511 1st Ave,0,3,?,0,51900,5190,10380,36330,BMW,M5,2011
39,774895,FEMALE,JD,2015-02-26,Parked Car,?,Trivial Damage,SC,Arlington,7042 Maple Ridge,9,1,?,2,3440,430,430,2580,Suburu,Legacy,2002
36,974522,MALE,MD,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,WV,Springfield,4475 Lincoln Ridge,1,1,YES,2,51390,5710,11420,34260,Toyota,Corolla,2013
32,669809,MALE,High School,2015-01-13,Single Vehicle Collision,Side Collision,Major Damage,WV,Columbus,9439 MLK St,22,1,?,0,76900,7690,7690,61520,Jeep,Wrangler,1995
42,182953,MALE,College,2015-02-19,Single Vehicle Collision,Rear Collision,Minor Damage,WV,Riverwood,8269 Sky Hwy,11,1,YES,2,77000,15400,7700,53900,Toyota,Highlander,2015
39,836349,MALE,JD,2015-01-13,Single Vehicle Collision,Side Collision,Major Damage,NC,Hillsdale,5663 Oak Lane,10,1,?,0,60320,9280,9280,41760,Chevrolet,Tahoe,2012
46,591269,FEMALE,High School,2015-02-17,Single Vehicle Collision,Rear Collision,Minor Damage,NY,Columbus,4633 5th Lane,5,1,YES,1,60700,12140,6070,42490,Honda,Civic,1997
21,550127,FEMALE,High School,2015-02-15,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Arlington,9682 Cherokee Ridge,3,3,YES,1,53280,5920,0,47360,Chevrolet,Malibu,2015
43,663190,FEMALE,MD,2015-01-31,Single Vehicle Collision,Rear Collision,Minor Damage,NY,Northbrook,4755 1st St,18,1,?,2,34290,3810,3810,26670,Jeep,Grand Cherokee,2013
44,109392,MALE,MD,2015-02-06,Single Vehicle Collision,Rear Collision,Total Loss,WV,Riverwood,5312 Francis Ridge,21,1,NO,0,46980,0,5220,41760,Accura,TL,2002
26,215278,MALE,MD,2015-01-23,Multi-vehicle Collision,Front Collision,Major Damage,OH,Springfield,1705 Weaver St,6,3,YES,1,36700,3670,7340,25690,Nissan,Pathfinder,2010
28,674570,MALE,MD,2015-02-17,Multi-vehicle Collision,Side Collision,Total Loss,OH,Hillsdale,1643 Washington Hwy,20,3,?,0,60200,6020,6020,48160,Volkswagen,Passat,2012
30,681486,MALE,High School,2015-01-22,Parked Car,?,Minor Damage,SC,Northbend,6516 Solo Drive,6,1,?,1,6480,540,1080,4860,Honda,Civic,1996
38,941851,FEMALE,Masters,2015-02-22,Single Vehicle Collision,Front Collision,Minor Damage,NC,Northbrook,6045 Andromedia St,20,1,YES,0,87200,17440,8720,61040,Honda,Accord,2006
41,186934,FEMALE,PhD,2015-01-24,Single Vehicle Collision,Rear Collision,Major Damage,SC,Northbend,3092 Texas Drive,23,1,YES,2,108480,18080,18080,72320,Volkswagen,Passat,2015
34,918516,FEMALE,Masters,2015-01-23,Multi-vehicle Collision,Side Collision,Minor Damage,NC,Arlington,7629 5th St,4,3,?,2,67500,7500,7500,52500,Suburu,Impreza,1996
62,533940,MALE,Associate,2015-02-26,Single Vehicle Collision,Rear Collision,Major Damage,NY,Arlington,6128 Elm Lane,2,1,?,0,46980,5220,5220,36540,Audi,A5,1998
60,556080,FEMALE,Associate,2015-02-26,Parked Car,?,Minor Damage,WV,Columbus,1416 Cherokee Ridge,6,1,?,0,5060,460,920,3680,Mercedes,E400,2007
